"Link","ModelName","Access to nature","Affordability","Air quality","Bacteria","Biodiversity","Climate mitigation","Economic wellbeing","Flooding","Gray infrastructure","Green infrastructure","Industrial","Local foods","Local jobs","Mental health","Noise","Nutrients","Physical health","Property value","Residential","Salmon","Sediment","Social cohesion","Source control","Toxics","Transportation","Urban heat island","Walkability","Water quality","Water temperature","LandUse","Solution"
"Flooding->Bacteria","Sims_Mod_11",0,-0.0539999999999999,0,1.008,-0.02,0,-0.024,0,0,0,0,-0.048,0,-0.038,0,0,-0.042,0,0,-0.028,0.032,-0.048,0,-0.028,0,0,0,-0.076,0,"Residential","green"
"Flooding-*Salmon","Sims_Mod_12",0,0.05,0,0.022,0.036,0,0.052,0,0,0,0,0.042,0,0.044,0,0,0.044,0,0,0.044,-0.024,0.0299999999999999,0,-0.052,0,0,0,0.05,0,"Residential","green"
"Water quality->Salmon","Sims_Mod_13",0,0.002,0,0.086,0.026,0,0.028,0,0,0,0,0.014,0,0.014,0,0,0.022,0,0,0.0580000000000001,0.024,0,0,0.006,0,0,0,-0.02,0,"Residential","green"
"Air quality->Physical health","Sims_Mod_14",0,0.022,0,0.004,0.028,0,0.038,0,0,0,0,0.038,0,0.03,0,0,0.032,0,0,0.028,0.00800000000000001,0.026,0,-0.034,0,0,0,0.032,0,"Residential","green"
"Urban heat island-*Physical health","Sims_Mod_15",0,0.002,0,-0.022,0.022,0,0.02,0,0,0,0,0.004,0,0.00800000000000001,0,0,0.012,0,0,0.014,0.014,-0.004,0,-0.056,0,0,0,0.014,0,"Residential","green"
"Nutrients-*Water quality","Sims_Mod_16",0,0.0660000000000001,0,-0.052,0.086,0,0.088,0,0,0,0,0.084,0,0.086,0,0,0.086,0,0,0.098,-0.002,0.072,0,-0.07,0,0,0,0.12,0,"Residential","green"
"Flooding->Sediment","Sims_Mod_17",0,0.004,0,0.01,0.00600000000000001,0,0.012,0,0,0,0.001,-0.00800000000000001,0,0.004,0,0,0.00600000000000001,0,0,-0.00600000000000001,0.4,-0.012,0,-0.046,0,0,0,-0.026,0,"Residential","green"
"Sediment-*Water quality","Sims_Mod_18",0,0.034,0,-0.036,0.046,0,0.052,0,0,0,0,0.016,0,0.038,0,0,0.038,0,0,0.028,-0.024,0.018,0,-0.074,0,0,0,-0.014,0,"Residential","green"
"Mental health->Physical health","Sims_Mod_19",0,0.012,0,-0.054,0.02,0,0.026,0,0,0,0,0.016,0,0.018,0,0,0.018,0,0,0.01,-0.00600000000000001,-0.002,0,-0.028,0,0,0,0.01,0,"Residential","green"
"Water quality->Physical health","Sims_Mod_20",0,0.0600000000000001,0,0.002,0.0619999999999999,0,0.076,0,0,0,0,0.052,0,0.0599999999999999,0,0,0.0679999999999999,0,0,0.0620000000000001,0.012,0.0439999999999999,0,-0.034,0,0,0,0.0599999999999999,0,"Residential","green"
"Social cohesion->Mental health","Sims_Mod_21",0,0.002,0,0.068,-0.00800000000000001,0,0.014,0,0,0,0,-0.014,0,0.00600000000000001,0,0,0.01,0,0,-0.004,0.044,-0.004,0,-0.1,0,0,0,-0.042,0,"Residential","green"
"Toxics-*Physical health","Sims_Mod_22",0,-0.002,0,-0.022,-0.014,0,0.00600000000000001,0,0,0,0,-0.018,0,0,0,0,0.002,0,0,-0.002,0.026,-0.022,0,-0.128,0,0,0,-0.018,0,"Residential","green"
"Biodiversity->Salmon","Sims_Mod_23",0,0.044,0,0.008,0.03,0,0.046,0,0,0,0,0.022,0,0.038,0,0,0.04,0,0,0.002,0.004,0.0279999999999999,0,-0.044,0,0,0,0.03,0,"Residential","green"
"Urban heat island-*Biodiversity","Sims_Mod_24",0,-0.00600000000000001,0,-0.03,0.004,0,0.016,0,0,0,0,-0.004,0,0.00600000000000001,0,0,0.00600000000000001,0,0,0.00800000000000001,0.03,-0.014,0,-0.042,0,0,0,0.018,0,"Residential","green"
"Bacteria-*Physical health","Sims_Mod_25",0,0.00800000000000001,0,0.006,0.012,0,0.014,0,0,0,0,0.00600000000000001,0,0.01,0,0,0.012,0,0,0.00600000000000001,0.034,-0.00800000000000001,0,0,0,0,0,-0.00600000000000001,0,"Residential","green"
"Air quality->Social cohesion","Sims_Mod_26",0,-0.002,0,-0.014,0.01,0,0.004,0,0,0,0,-0.004,0,-0.00600000000000001,0,0,-0.002,0,0,0.016,0.016,-0.024,0,-0.016,0,0,0,-0.02,0,"Residential","green"
"Access to nature->Social cohesion","Sims_Mod_27",0,0.012,0,0.056,0.028,0,0.024,0,0,0,0,0.02,0,0.014,0,0,0.018,0,0,0.00800000000000001,-0.028,0.002,0,-0.014,0,0,0,0.026,0,"Residential","green"
"Transportation->Noise","Sims_Mod_28",0,0.014,0,0.028,0.02,0,0.024,0,0,0,0,0.016,0,0.01,0,0,0.014,0,0,0.024,0.01,0.00600000000000001,0,-0.05,0,0,0,0.022,0,"Residential","green"
"Water quality->Biodiversity","Sims_Mod_29",0,0.014,0,0.01,0.088,0,0.028,0,0,0,0,0.022,0,0.024,0,0,0.028,0,0,0.032,0.004,0.004,0,-0.054,0,0,0,-0.02,0,"Residential","green"
"Noise-*Biodiversity","Sims_Mod_30",0,-0.022,0,0.064,-0.038,0,-0.00800000000000001,0,0,0,0,-0.042,0,-0.012,0,0,-0.014,0,0,-0.02,-0.002,-0.032,0,-0.056,0,0,0,-0.032,0,"Residential","green"
"Salmon->Physical health","Sims_Mod_31",0,0.00800000000000001,0,-0.006,-0.00600000000000001,0,0.00800000000000001,0,0,0,0,-0.004,0,-0.002,0,0,0.002,0,0,-0.004,-0.012,-0.018,0,-0.062,0,0,0,0.002,0,"Residential","green"
"Climate mitigation->Salmon","Sims_Mod_32",0,-0.014,0,0.03,-0.012,0,-0.012,0,0,0,0,-0.022,0,-0.024,0,0,-0.02,0,0,-0.032,0.032,-0.028,0,0.024,0,0,0,-0.022,0,"Residential","green"
"Climate mitigation-*Water temperature","Sims_Mod_33",0,-0.012,0,0,-0.00600000000000001,0,-0.002,0,0,0,0,-0.00800000000000001,0,-0.00800000000000001,0,0,-0.004,0,0,-0.00800000000000001,-0.001,-0.014,0,-0.106,0,0,0,-0.058,0,"Residential","green"
"Climate mitigation->Biodiversity","Sims_Mod_34",0,0.004,0,0.048,-0.002,0,0.00800000000000001,0,0,0,0,-0.014,0,-0.00600000000000001,0,0,-0.002,0,0,-0.00600000000000001,0.014,-0.014,0,-0.074,0,0,0,0.016,0,"Residential","green"
"Access to nature->Physical health","Sims_Mod_35",0,0.004,0,0.026,0.012,0,0.03,0,0,0,0,0.00800000000000001,0,0.02,0,0,0.02,0,0,0.002,0.05,-0.002,0,-0.048,0,0,0,-0.012,0,"Residential","green"
"Flooding-*Air quality","Sims_Mod_36",0,0.03,0,0.026,0.034,0,0.036,0,0,0,0,0.04,0,0.038,0,0,0.04,0,0,0.036,-0.044,0.024,0,-0.064,0,0,0,0.042,0,"Residential","green"
"Industrial->Noise","Sims_Mod_37",0,0.03,0,0.056,0.024,0,0.032,0,0,0,0,0.018,0,0.022,0,0,0.026,0,0,0.024,-0.018,0.014,0,-0.08,0,0,0,-0.004,0,"Residential","green"
"Transportation-*Air quality","Sims_Mod_38",0,-0.02,0,-0.022,-0.01,0,-0.012,0,0,0,0,-0.022,0,-0.018,0,0,-0.016,0,0,-0.012,-0.002,-0.028,0,-0.006,0,0,0,0.004,0,"Residential","green"
"Economic wellbeing->Physical health","Sims_Mod_39",0,0.02,0,-0.014,0.016,0,0.02,0,0,0,0,0.002,0,0.01,0,0,0.016,0,0,0.016,-0.024,-0.014,0,-0.066,0,0,0,-0.002,0,"Residential","green"
"Affordability->Economic wellbeing","Sims_Mod_40",0,0.05,0,-0.02,0.022,0,0.052,0,0,0,0,0.012,0,0.036,0,0,0.04,0,0,0.022,-0.016,0.016,0,-0.064,0,0,0,0.012,0,"Residential","green"
"Access to nature-*Affordability","Sims_Mod_41",0,-0.0499999999999999,0,0.048,-0.046,0,-0.036,0,0,0,0,-0.0599999999999999,0,-0.046,0,0,-0.044,0,0,-0.0599999999999999,0.028,-0.0580000000000001,0,-0.02,0,0,0,-0.072,0,"Residential","green"
"Local foods->Social cohesion","Sims_Mod_42",0,0.0760000000000001,0,-0.022,0.0659999999999999,0,0.088,0,0,0,0,0.0620000000000001,0,0.076,0,0,0.08,0,0,0.054,-0.048,0.126,0,-0.118,0,0,0,0.0539999999999999,0,"Residential","green"
"Salmon->Local foods","Sims_Mod_43",0,0.0700000000000001,0,-0.018,0.076,0,0.094,0,0,0,0,0.0600000000000001,0,0.082,0,0,0.086,0,0,0.0679999999999999,-0.068,0.0679999999999999,0,-0.074,0,0,0,0.0579999999999999,0,"Residential","green"
"Water quality->Local foods","Sims_Mod_44",0,0.02,0,0.01,0.00600000000000001,0,0.044,0,0,0,0,0.012,0,0.03,0,0,0.036,0,0,0.00600000000000001,-0.00600000000000001,0.02,0,-0.048,0,0,-0.001,0.014,0,"Residential","green"
"Toxics-*Water quality","Sims_Mod_45",0,0.012,0,0.05,0.00600000000000001,0,0.012,0,0,0,0,-0.01,0,0,0,0,0.004,0,0,-0.00800000000000001,-0.028,-0.014,0,-0.03,0,0,0,0.014,0,"Residential","green"
"Local foods->Physical health","Sims_Mod_46",0,-0.00600000000000001,0,0.004,0,0,0,0,0,0,0,-0.016,0,-0.01,0,0,-0.004,0,0,-0.002,0.016,-0.026,0,-0.03,0,0,0,-0.02,0,"Residential","green"
"Water quality->Social cohesion","Sims_Mod_47",0,0.032,0,0.026,0.028,0,0.036,0,0,0,0,0.026,0,0.026,0,0,0.026,0,0,0.022,-0.002,0.022,0,-0.014,0,0,0,0.01,0,"Residential","green"
"Local jobs->Economic wellbeing","Sims_Mod_48",0,0.004,0,-0.024,0.00800000000000001,0,0.004,0,0.001,0,0,-0.004,0,0,0,0,0,0,0,0.00800000000000001,-0.028,-0.018,0,-0.022,0,0,0,-0.014,0,"Residential","green"
"Walkability->Climate mitigation","Sims_Mod_49",0,-0.074,0,-0.02,-0.084,0,-0.0679999999999999,0,0,0,0,-0.09,0,-0.08,0,0,-0.076,0,0,-0.098,-0.002,-0.0820000000000001,0,-0.046,0,0,0,-0.118,0,"Residential","green"
"Walkability->Affordability","Sims_Mod_50",0,0.048,0,-0.04,0.0539999999999999,0,0.046,0,0,0,0,0.046,0,0.04,0,0,0.044,0,0,0.048,-0.052,0.0299999999999999,0,-0.078,0,0,0,0.0619999999999999,0,"Residential","green"
"Access to nature->Walkability","Sims_Mod_51",0,-0.094,0,-0.01,-0.094,0,-0.08,0,0,0,0,-0.09,0,-0.078,0,0,-0.076,0,0,-0.09,-0.018,-0.0900000000000001,0,-0.082,0,0,-1,-0.094,0,"Residential","green"
"Walkability->Social cohesion","Sims_Mod_52",0,-0.002,0,-0.002,0.018,0,0.002,0,0,0,0,0,0,-0.004,0,0,-0.002,0,0,0.00800000000000001,0.00800000000000001,-0.014,0,-0.072,0,0,0,0.018,0,"Residential","green"
"Walkability->Air quality","Sims_Mod_53",0,0.056,0,0.008,0.04,0,0.0600000000000001,0,0,0,0,0.036,0,0.048,0,0,0.048,0,0,0.042,-0.022,0.0339999999999999,0,-0.128,0,0,0,0.03,0,"Residential","green"
"Walkability-*Noise","Sims_Mod_54",0,0.0720000000000001,0,0.018,0.0539999999999999,0,0.078,0,0,0,0,0.0580000000000001,0,0.0659999999999999,0,0,0.07,0,0,0.0600000000000001,0.004,0.0459999999999999,0,-0.044,0,0,0,0.0619999999999999,0,"Residential","green"
"Industrial->Water temperature","Sims_Mod_55",0,0,0,-0.036,0.004,0,0.004,0,0,0,0,0.002,0,0.002,0,0,0.00800000000000001,0,0,0.002,-0.03,-0.012,0,-0.004,0,0,0,0.012,0,"Residential","green"
"Toxics-*Biodiversity","Sims_Mod_56",0,0.044,0,-0.092,0.0519999999999999,0,0.04,0,0,0,0,0.038,0,0.036,0,0,0.04,0,0,0.032,-0.038,0.024,0,-0.064,0,0,0,0.04,0,"Residential","green"
"Noise-*Physical health","Sims_Mod_57",0,0.016,0,-0.034,0.032,0,0.038,0,0,0,0,0.028,0,0.026,0,0,0.03,0,0,0.03,-0.022,0.00800000000000001,0,-0.014,0,0,0,0.042,0,"Residential","green"
"Access to nature->Mental health","Sims_Mod_58",0,0.05,0,0.002,0.0559999999999999,0,0.0619999999999999,0,0,0,-0.001,0.048,0,0.05,0,0,0.0559999999999999,0,0,0.054,-0.022,0.0399999999999999,0,-0.084,0,0,0,0.032,0,"Residential","green"
"Local foods->Affordability","Sims_Mod_59",0,-0.078,0,0.062,0.00800000000000001,0,-0.002,0,0,0,0,-0.018,0,-0.01,0,0,-0.012,0,0,-0.004,0.022,-0.022,0,-0.054,0,0,0,-0.002,0,"Residential","green"
"Water temperature-*Water quality","Sims_Mod_60",0,-0.112,0,-0.01,-0.078,0,-0.082,0,0,0,0,-0.132,0,-0.094,0,0,-0.088,0,0,-0.116,-0.028,-0.12,0,-0.086,0,0,0,-0.458,0,"Residential","green"
"Bacteria-*Water quality","Sims_Mod_61",0,0.04,0,-0.01,0.0599999999999999,0,0.052,0,0,0,0,0.056,0,0.0539999999999999,0,0,0.0559999999999999,0,0,0.056,-0.028,0.0459999999999999,0,-0.058,0,0,0,0.0539999999999999,0,"Residential","green"
"Bacteria-*Local foods","Sims_Mod_62",0,-0.014,0,0.006,0.002,0,0.014,0,0,0,0,0.002,0,0.00600000000000001,0,0,-0.002,0,0,0.002,0.028,-0.004,0,-0.094,0,0,0,-0.016,0,"Residential","green"
"Walkability->Physical health","Sims_Mod_63",0,0.00800000000000001,0,0.016,0.018,0,0.026,0,0,0,0,0.016,0,0.022,0,0,0.022,0,0,0.01,-0.028,0.004,0,-0.106,0,0,0,0.00800000000000001,0,"Residential","green"
"Flooding-*Property value","Sims_Mod_64",0,0.032,0,-0.014,0.038,0,0.034,0,0,0,0,0.026,0,0.028,0,0,0.03,0,0,0.034,-0.022,0.014,0,-0.082,0,0,0,0.028,0,"Residential","green"
"Property value-*Affordability","Sims_Mod_65",0,0.104,0,-0.014,0.0499999999999999,0,0.082,0,0,0,0,0.056,0,0.0679999999999999,0,0,0.072,0,0,0.048,0.016,0.0559999999999999,0,-0.066,0,0,0,0.0579999999999999,0,"Residential","green"
"Noise-*Property value","Sims_Mod_66",0,0.044,0,-0.034,0.036,0,0.038,0,0,0,0,0.02,0,0.022,0,0,0.03,0,0,0.024,0.028,0.00600000000000001,0,-0.03,0,0,0,0.028,0,"Residential","green"
"Access to nature->Property value","Sims_Mod_67",0,0.048,0,-0.03,0.032,0,0.032,0,0,0,0,0.032,0,0.03,0,0,0.03,0,0,0.032,0.016,0.018,0,-0.05,0,0,0,0.0559999999999999,0,"Residential","green"
"Industrial-*Property value","Sims_Mod_68",0,-0.02,0,0.04,-0.016,0,-0.00600000000000001,0,0,0,0,-0.026,0,-0.016,0,0,-0.012,0,0,-0.01,0.04,-0.03,0,-0.012,0,0,0,-0.024,0,"Residential","green"
"Transportation->Property value","Sims_Mod_69",0,0.00600000000000001,0,-0.014,0,0,0.01,0,0,0,0,0,0,0.002,0,0,0.00800000000000001,0,0,0.002,0.054,-0.00800000000000001,0,-0.006,0,0,0,-0.018,0,"Residential","green"
"Walkability->Property value","Sims_Mod_70",0,0.048,0,-0.11,0.046,0,0.0580000000000001,0,0,0,0,0.042,0,0.0519999999999999,0,0,0.0559999999999999,0,0,0.044,-0.068,0.0279999999999999,0,-0.026,0,0,0,0.04,0,"Residential","green"
"Property value->Economic wellbeing","Sims_Mod_71",0,-0.0459999999999999,0,0.026,0,0,-0.032,0,0,0,0,-0.018,0,-0.034,0,0,-0.034,0,0,-0.012,0.018,-0.026,0,-0.07,0,0,0,-0.04,0,"Residential","green"
"Local jobs->Property value","Sims_Mod_72",0,0.042,0,0.01,0.024,0,0.038,0,0,0,0,0.026,0,0.026,0,0,0.03,0,0,0.028,0.044,0.014,0,-0.05,0,0,0,0.014,0,"Residential","green"
"Gray infrastructure-*Flooding","Sims_Mod_73",0,0.0580000000000001,0,0.012,0.046,0,0.0600000000000001,0,0,0,0,0.04,0,0.0519999999999999,0,0,0.054,0,0,0.052,-0.00800000000000001,0.0319999999999999,0,-0.03,0,0,0,0.0559999999999999,0,"Residential","green"
"Gray infrastructure-*Sediment","Sims_Mod_74",0,0.00800000000000001,0,0.02,0.02,0,0.022,0,0,0,0,-0.002,0,0.012,0,0,0.014,0,0,-0.002,-0.014,0,0,-0.054,0,0,0,-0.002,0,"Residential","green"
"Gray infrastructure-*Toxics","Sims_Mod_75",0,0.018,0,0.014,0.038,0,0.026,0,0,0,0,0.02,0,0.02,0,0,0.02,0,0,0.026,0.036,0.02,0,-0.034,0,0,0,0.01,0,"Residential","green"
"Green infrastructure-*Toxics","Sims_Mod_76",0,-0.078,0,0.022,-0.0700000000000001,0,-0.0639999999999999,0,0,0,0,-0.076,0,-0.0700000000000001,0,0,-0.0680000000000001,0,0,-0.084,0.004,-0.0680000000000001,0,0.952,0,0,0,-0.068,0,"Residential","green"
"Green infrastructure->Access to nature","Sims_Mod_77",-1,-0.14,0,0.112,-0.128,0,-0.142,0,0,0,0,-0.154,0,-0.154,0,0,-0.148,0,0,-0.138,0.004,-0.162,0,-0.08,0,0,-0.999,-0.142,0,"Residential","green"
"Green infrastructure->Climate mitigation","Sims_Mod_78",0,-0.0639999999999999,0,-0.06,-0.054,0,-0.054,0,0,0,0,-0.07,0,-0.0680000000000001,0,0,-0.0660000000000001,0,0,-0.076,-0.02,-0.054,0,-0.074,0,0,0,-0.096,0,"Residential","green"
"Green infrastructure-*Noise","Sims_Mod_79",0,-0.00600000000000001,0,0.022,-0.026,0,-0.002,0,0,0,0,-0.016,0,-0.00600000000000001,0,0,-0.004,0,0,-0.022,-0.038,-0.012,0,-0.004,0,0,0,0.002,0,"Residential","green"
"Gray infrastructure->Local jobs","Sims_Mod_80",0,0,0,-0.044,0.026,0,0.012,0,0,0,0,0.01,0,0.004,0,0,0.00600000000000001,0,0,0.026,-0.00600000000000001,0.00600000000000001,0,-0.086,0,0,0,0.022,0,"Residential","green"
"Green infrastructure->Local jobs","Sims_Mod_81",0,0.052,0,0.044,0.0579999999999999,0,0.05,0,0,0,0,0.056,-1,0.046,0,0,0.048,0,0,0.0640000000000001,-0.014,0.0339999999999999,0,-0.044,0,0,0,0.078,0,"Residential","green"
"Source control-*Toxics","Sims_Mod_82",0,0.056,0,0.004,0.0539999999999999,0,0.0580000000000001,0,0,0,0,0.042,0,0.048,0,0,0.044,0,0,0.05,-0.028,0.0319999999999999,0,-0.046,0,0,0,0.044,0,"Residential","green"
"Green infrastructure-*Flooding","Sims_Mod_83",0,-0.108,0,1.008,-0.096,0,-0.096,1.001,0,0,0,-0.12,0,-0.106,0,0,-0.106,0,0,-0.104,0.432,-0.118,0,-0.106,0,0,0,-0.168,0,"Residential","green"
"Green infrastructure->Air quality","Sims_Mod_84",0,0.038,0,-0.026,0.042,0,0.0619999999999999,0,0,0,0,0.048,0,0.0519999999999999,0,0,0.052,0,0,0.042,-0.038,0.0279999999999999,0,-0.036,0,0,0,0.02,0,"Residential","green"
"Green infrastructure-*Urban heat island","Sims_Mod_85",0,-0.004,0,0.022,0,0,-0.002,0,0,0,0,-0.01,0,-0.01,0,0,-0.004,0,0,0.004,-0.012,-0.018,0,-0.056,0,0,0,-0.026,0,"Residential","green"
"Toxics-*Salmon","Sims_Mod_86",0,0.024,0,-0.018,0.028,0,0.03,0,0,0,0,0.014,0,0.024,0,0,0.028,0,0,0.026,0.036,0.01,0,0.018,0,0,0,-0.02,0,"Residential","green"
"Noise-*Mental health","Sims_Mod_87",0,0.0640000000000001,0,0.014,0.07,0,0.078,0,0,0,0,0.07,0,0.0619999999999999,0,0,0.0659999999999999,0,0,0.0679999999999999,-0.016,0.0499999999999999,0,-0.154,0,0,0,0.0539999999999999,0,"Residential","green"
"Urban heat island->Water temperature","Sims_Mod_88",0,-0.106,0,0.036,-0.09,0,-0.09,0,0,0,0,-0.108,0,-0.098,0,0,-0.094,0,0,-0.106,0.024,-0.114,0,-0.04,0,0,0,-0.21,0,"Residential","green"
"Economic wellbeing->Mental health","Sims_Mod_89",0,0.00600000000000001,0,0.072,0.002,0,0.002,0,0,0,0,-0.01,0,-0.004,0,0,-0.002,0,0,-0.01,0.03,-0.016,0,-0.024,0,0,0,-0.018,0,"Residential","green"
"Biodiversity->Local foods","Sims_Mod_90",0,0.034,0,0.014,0.0579999999999999,0,0.0600000000000001,0,0,0,0,0.04,0,0.048,0,0,0.054,0,0,0.0580000000000001,-0.014,0.0439999999999999,0,-0.04,0,0,0,0.05,0,"Residential","green"
"Local jobs->Social cohesion","Sims_Mod_91",0,0.046,0,0.034,0.0579999999999999,0,0.05,0,0,0,0,0.038,0,0.042,0,0,0.044,0,0,0.042,0.016,0.0319999999999999,0,-0.078,0,0,0,0.022,0,"Residential","green"
"Access to nature->Local foods","Sims_Mod_92",0,0.024,0,-0.026,0.012,0,0.028,0,0,0,0,0.002,0,0.02,0,0,0.02,0,0,0.004,0.034,0.00600000000000001,0,-0.032,0,0,0,0.004,0,"Residential","green"
"Local foods->Mental health","Sims_Mod_93",0,-0.0539999999999999,0,0.02,-0.02,0,-0.034,0,0,0,0,-0.034,0,-0.04,0,0,-0.036,0,0,-0.02,0.018,-0.05,0,-0.028,0,0,0,-0.03,0,"Residential","green"
"Noise-*Social cohesion","Sims_Mod_94",0,-0.00600000000000001,0,-0.01,0.018,0,0.004,0,0,0,0,0.004,0,-0.004,0,0,0,0,0,0.018,-0.026,-0.002,0,-0.054,0,0,0,-0.00600000000000001,0,"Residential","green"
"Industrial-*Air quality","Sims_Mod_95",0,-0.016,0,0.05,-0.026,0,-0.012,0,0,0,0,-0.03,0,-0.026,0,0,-0.022,0,0,-0.02,0.072,-0.046,0,-0.03,0,0,0,-0.026,0,"Residential","green"
"Industrial->Local jobs","Sims_Mod_96",0,-0.00800000000000001,0,0.038,0.00800000000000001,0,0.02,0,0,0,0,0.00600000000000001,0,0.00600000000000001,0,0,0.00800000000000001,0,0,0.016,0.03,-0.004,0,-0.034,0,0,0,0.016,0,"Residential","green"
"Climate mitigation-*Urban heat island","Sims_Mod_97",0,-0.022,0,0,-0.016,0,-0.004,0,0,0,0,-0.02,0,-0.022,0,0,-0.016,0,0,-0.004,-0.02,-0.022,0,-0.076,0,0,0,-0.032,0,"Residential","green"
"Industrial->Urban heat island","Sims_Mod_98",0,-0.012,0,-0.004,0.00800000000000001,0,-0.004,0,0,0,0,0.00600000000000001,0,-0.012,0,0,-0.01,0,0,0.00600000000000001,0.042,-0.012,0,-0.03,0,0,0,-0.012,0,"Residential","green"
"Transportation->Urban heat island","Sims_Mod_99",0,0.01,0,0.006,0.012,0,0.018,0,0,0,0,0.002,0,0.012,0,0,0.016,0,0,0.002,0.004,0,0,-0.096,0,0,0,0.018,0,"Residential","green"
"Green infrastructure-*Sediment","Sims_Mod_100",0,-0.0459999999999999,0,-0.018,-0.028,0,-0.032,0,0,0,0,-0.048,0,-0.042,0,0,-0.038,0,0,-0.036,0.444,-0.0660000000000001,0,-0.062,0,0,0,-0.08,0,"Residential","green"
"Physical health->Mental health","Sims_Mod_101",0,0.032,0,0.04,0.024,0,0.048,0,0,0,0,0.024,0,0.032,0,0,0.036,0,0,0.02,-0.036,0.01,0,-0.032,0,0,0,0.018,0,"Residential","green"
"Salmon->Biodiversity","Sims_Mod_102",0,0.014,0,-0.004,0.048,0,0.026,0,0,0,0,0.012,0,0.02,0,0,0.024,0,0,0.02,-0.036,0.01,0,-0.054,0,0,0,-0.002,0,"Residential","green"
"Physical health->Economic wellbeing","Sims_Mod_103",0,-0.034,0,0.068,-0.016,0,-0.016,0,0,0,0,-0.034,0,-0.032,0,0,-0.028,0,0,-0.014,0.07,-0.03,0,0.024,0,0,0,-0.044,0,"Residential","green"
"Economic wellbeing->Affordability","Sims_Mod_104",0,-0.138,0,0.052,0.024,0,0.01,0,0,0,0,0.00800000000000001,0,0.002,0,0,0.00800000000000001,0,0,0.03,-0.014,-0.002,0,-0.106,0,0,0,0.014,0,"Residential","green"
"Mental health->Economic wellbeing","Sims_Mod_105",0,-0.01,0,0,0.022,0,0.028,0,0,0,0,0.028,0,0.03,0,0,0.024,0,0,0.02,-0.034,0.018,0,-0.085,0,0,0,0.018,0,"Residential","green"
"Full","Sims_Mod_full",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Residential","green"
