"Link","ModelName","Access to nature","Affordability","Air quality","Bacteria","Biodiversity","Climate mitigation","Economic wellbeing","Flooding","Gray infrastructure","Green infrastructure","Industrial","Local foods","Local jobs","Mental health","Noise","Nutrients","Physical health","Property value","Residential","Salmon","Sediment","Social cohesion","Source control","Toxics","Transportation","Urban heat island","Walkability","Water quality","Water temperature","LandUse","Solution"
"Industrial->Toxics","Sims_Mod_2",0,0.11,-0.016,0.002,0.116,0,0.092,0.002,0,0,0,0.11,0,0.092,-0.012,0,0.094,-0.00800000000000001,0,0.112,0.008,0.09,0,-1.02,0,0,0,0.128,0.026,"Industrial","green"
"Transportation->Toxics","Sims_Mod_3",0,-0.074,-0.06,0.048,-0.052,0,-0.082,0.048,0,0,0,-0.066,0,-0.076,0.062,0,-0.076,-0.026,0,-0.06,0.078,-0.062,0,-0.022,0,0.0640000000000001,0,-0.04,0.09,"Industrial","green"
"Transportation->Water temperature","Sims_Mod_4",0,0.00600000000000001,0.004,0.014,0.024,0,0,0.014,0,0,0,0.01,0,0.00800000000000001,-0.016,0,0.00800000000000001,0.00600000000000001,0,0.00600000000000001,-0.022,0.03,0,0.014,0,0.004,0,0.04,0.018,"Industrial","green"
"Transportation->Flooding","Sims_Mod_5",0,-0.03,-0.016,0.016,-0.02,0,-0.048,0.016,0,0,0,-0.044,0,-0.044,0.048,0,-0.046,-0.036,0,-0.05,0.004,-0.034,0,-0.028,0,0.002,0,-0.05,0.0479999999999999,"Industrial","green"
"Residential->Nutrients","Sims_Mod_6",0,-0.016,-0.046,0.048,0.012,0,-0.032,0.048,0,0,0,-0.024,0,-0.032,0.018,0,-0.026,-0.01,0,-0.014,0.018,-0.028,0,-0.006,0,0.00800000000000001,0,-0.024,0.0419999999999999,"Industrial","green"
"Residential->Sediment","Sims_Mod_7",0,-0.058,-0.024,0.055,-0.046,0,-0.064,0.056,0,0,0,-0.066,0,-0.064,0.044,0,-0.064,-0.038,0,-0.072,0.034,-0.066,0,-0.044,0,0.0760000000000001,0,-0.056,0.084,"Industrial","green"
"Residential->Bacteria","Sims_Mod_8",0,-0.028,0.00599999999999995,-0.004,0.01,0,-0.016,-0.004,0,0,0,0.002,0,-0.018,-0.002,0,-0.016,-0.036,0,-0.00600000000000001,0.014,0.00800000000000001,0,-0.018,0,0.014,0,0.018,0.092,"Industrial","green"
"Industrial->Sediment","Sims_Mod_9",0,0,-0.046,0.036,0.00800000000000001,0,-0.026,0.036,0,0,0,-0.00800000000000001,0,-0.024,0.075,0,-0.022,-0.024,0,-0.01,-0.398,0.004,0,0.01,0,0.0660000000000001,0,0.06,0.098,"Industrial","green"
"Industrial->Flooding","Sims_Mod_10",0,0.176,0.29,-0.978,0.158,0,0.164,-0.978,0,0,0,0.176,0,0.162,0.04,0,0.166,0.144,0,0.184,-0.41,0.156,0,-0.016,0,0.05,0,0.212,0.104,"Industrial","green"
"Flooding->Bacteria","Sims_Mod_11",0,-0.002,-0.032,0.022,0.004,0,-0.02,0.098,0,0,0,-0.004,0,-0.016,0.044,0,-0.012,-0.038,0,-0.00800000000000001,0.08,-0.00800000000000001,0,-0.004,0,0.032,0,-0.014,0.0679999999999999,"Industrial","green"
"Flooding-*Salmon","Sims_Mod_12",0,0.016,0.02,0.026,0.022,0,-0.00800000000000001,0.026,0,0,0,0.002,0,-0.00600000000000001,0.022,0,-0.004,-0.046,0,0.00800000000000001,-0.006,0,0,-0.028,0,0.00800000000000001,0,0,0.0399999999999999,"Industrial","green"
"Water quality->Salmon","Sims_Mod_13",0,-0.012,0.024,0,0.022,0,0.002,0,0,0,0,-0.00600000000000001,0,0.002,0.014,0,0.002,0.016,0,0.034,-0.026,0.02,0,-0.024,0,0.028,0,-0.00800000000000001,0.0639999999999999,"Industrial","green"
"Air quality->Physical health","Sims_Mod_14",0,-0.004,-0.022,0.022,0.02,0,-0.012,0.022,0,0,0,0.00600000000000001,0,-0.018,0.012,0,-0.016,-0.028,0,0.01,0.008,-0.00800000000000001,0,0.034,0,0.044,0,0.012,0.072,"Industrial","green"
"Urban heat island-*Physical health","Sims_Mod_15",0,-0.024,0.004,0.002,-0.022,0,-0.038,0.002,0,0,0,-0.022,0,-0.032,0.06,0,-0.036,-0.032,0,-0.028,-0.01,-0.026,0,-0.002,0,0.034,0,-0.01,0.0519999999999999,"Industrial","green"
"Nutrients-*Water quality","Sims_Mod_16",0,-0.046,-0.032,0.022,-0.01,0,-0.054,0.022,0,0,0,-0.03,0,-0.048,0,0,-0.052,-0.034,0,-0.036,0.032,-0.018,0,-0.066,0,0.024,0,-0.022,0.0419999999999999,"Industrial","green"
"Flooding->Sediment","Sims_Mod_17",0,0.026,-0.018,0.04,0.016,0,-0.004,0.04,0,0,0,0.012,0,0.004,0.00800000000000001,0,0.002,0.022,0,0.002,0.054,0.014,0,0.008,0,0.026,0,0.00199999999999995,0.034,"Industrial","green"
"Sediment-*Water quality","Sims_Mod_18",0,0.042,0.00799999999999995,0.024,0.06,0,0.032,0.024,0,0,0,0.038,0,0.03,-0.02,0,0.038,-0.014,0,0.032,0.016,0.036,0,-0.036,0,0.052,0,0.052,0.0499999999999999,"Industrial","green"
"Mental health->Physical health","Sims_Mod_19",0,-0.00600000000000001,0.00799999999999995,-0.002,0.00800000000000001,0,-0.018,-0.002,0,0,0,-0.01,0,-0.018,0.034,0,-0.018,-0.016,0,-0.004,0.012,-0.00800000000000001,0,-0.004,0,0.034,0,0.00199999999999995,0.0379999999999999,"Industrial","green"
"Water quality->Physical health","Sims_Mod_20",0,-0.01,0.024,-0.022,0.002,0,-0.016,-0.022,0,0,0,-0.00800000000000001,0,-0.018,0.018,0,-0.00800000000000001,0.002,0,-0.004,-0.028,-0.00600000000000001,0,-0.028,0,0.002,0,0.022,0.0419999999999999,"Industrial","green"
"Social cohesion->Mental health","Sims_Mod_21",0,-0.042,0.058,-0.014,-0.024,0,-0.048,-0.014,0,0,0,-0.044,0,-0.048,0.052,0,-0.048,-0.054,0,-0.044,0,-0.022,0,-0.002,0,0.056,0,-0.00600000000000001,0.0579999999999999,"Industrial","green"
"Toxics-*Physical health","Sims_Mod_22",0,-0.056,-0.05,0.024,-0.066,0,-0.072,0.024,0,0,0,-0.076,0,-0.072,0.014,0,-0.072,-0.038,0,-0.08,0.004,-0.072,0,-0.06,0,0.0740000000000001,0,-0.034,0.106,"Industrial","green"
"Biodiversity->Salmon","Sims_Mod_23",0,-0.012,0.02,0.016,-0.01,0,-0.032,0.016,0,0,0,-0.022,0,-0.026,0.002,0,-0.022,-0.036,0,-0.03,0.01,-0.024,0,-0.004,0,-0.00600000000000001,0,0.016,0.032,"Industrial","green"
"Urban heat island-*Biodiversity","Sims_Mod_24",0,0.004,-0.02,0.038,0.00600000000000001,0,-0.00600000000000001,0.038,0,0,0,-0.01,0,-0.00800000000000001,0.004,0,-0.00800000000000001,-0.032,0,0,0.034,-0.00800000000000001,0,-0.062,0,0.016,0,0.00799999999999995,0.028,"Industrial","green"
"Bacteria-*Physical health","Sims_Mod_25",0,-0.016,-0.012,0.042,-0.018,0,-0.03,0.042,0,0,0,-0.036,0,-0.028,0.00600000000000001,0,-0.028,-0.02,0,-0.034,0.066,-0.024,0,0.018,0,0.0640000000000001,0,-0.032,0.034,"Industrial","green"
"Air quality->Social cohesion","Sims_Mod_26",0,0.026,0.03,-0.014,0.026,0,0.004,-0.014,0,0,0,0.00800000000000001,0,0.00800000000000001,-0.00999999999999995,0,0.00600000000000001,0.012,0,0.00800000000000001,-0.042,0.032,0,-0.044,0,0.012,0,0.044,0.00800000000000001,"Industrial","green"
"Access to nature->Social cohesion","Sims_Mod_27",0,0.018,0.014,0.002,0.024,0,0.00999999999999995,0.002,0,0,0,0.026,0,0.00999999999999995,-0.00799999999999995,0,0.016,-0.012,0,0.014,-0.022,0.014,0,0.022,0,0.002,0,0.038,0.03,"Industrial","green"
"Transportation->Noise","Sims_Mod_28",0,-0.016,-0.048,-0.006,0.00600000000000001,0,-0.034,-0.006,0,0,0,-0.018,0,-0.03,0.016,0,-0.032,-0.002,0,-0.022,0.01,-0.004,0,0.032,0,0.012,0,-0.014,0.022,"Industrial","green"
"Water quality->Biodiversity","Sims_Mod_29",0,0.01,-0.01,0.034,0.06,0,0.00799999999999995,0.034,0,0,0,0.012,0,0.012,-0.016,0,0.014,0.01,0,0.018,0.03,0.016,0,-0.04,0,0.00600000000000001,0,-0.01,0.0479999999999999,"Industrial","green"
"Noise-*Biodiversity","Sims_Mod_30",0,-0.102,-0.054,0.044,-0.094,0,-0.106,0.044,0,0,0,-0.11,0,-0.112,0.084,0,-0.108,-0.0740000000000001,0,-0.1,0.072,-0.088,0,0.064,0,0.114,0,-0.076,0.116,"Industrial","green"
"Salmon->Physical health","Sims_Mod_31",0,-0.044,-0.048,0.048,-0.04,0,-0.058,0.048,0,0,0,-0.05,0,-0.06,0.076,0,-0.056,-0.034,0,-0.048,0.016,-0.05,0,-0.016,0,0.0760000000000001,0,-0.00800000000000001,0.076,"Industrial","green"
"Climate mitigation->Salmon","Sims_Mod_32",0,-0.048,-0.012,0.038,-0.048,0,-0.06,0.038,0,0,0,-0.06,0,-0.062,0.026,0,-0.06,-0.02,0,-0.076,0.042,-0.046,0,-0.066,0,0.04,0,-0.032,0.0559999999999999,"Industrial","green"
"Climate mitigation-*Water temperature","Sims_Mod_33",0,-0.016,0.032,-0.026,-0.00800000000000001,0,-0.022,-0.026,0,0,0,-0.022,0,-0.014,0.044,0,-0.016,0.00800000000000001,0,-0.026,0.002,-0.01,0,-0.036,0,0.014,0,-0.082,0.288,"Industrial","green"
"Climate mitigation->Biodiversity","Sims_Mod_34",0,-0.02,0.004,0.038,-0.014,0,-0.024,0.038,0,0,0,-0.026,0,-0.018,0.004,0,-0.016,0.01,0,-0.016,0.012,0.002,0,-0.064,0,0,0,-0.00600000000000001,0.076,"Industrial","green"
"Access to nature->Physical health","Sims_Mod_35",0,-0.038,-0.01,0.044,-0.024,0,-0.04,0.044,0,0,0,-0.024,0,-0.046,0.026,0,-0.046,-0.028,0,-0.024,0.044,-0.028,0,0.012,0,0.046,0,0.00399999999999995,0.0419999999999999,"Industrial","green"
"Flooding-*Air quality","Sims_Mod_36",0,0.048,0.1,-0.002,0.054,0,0.034,-0.002,0,0,0,0.042,0,0.04,-0.018,0,0.038,-0.002,0,0.042,-0.036,0.048,0,0.012,0,-0.00800000000000001,0,0.0679999999999999,-0.004,"Industrial","green"
"Industrial->Noise","Sims_Mod_37",0,0.00600000000000001,0.038,-0.026,0.03,0,0.004,-0.026,0,0,0,-0.002,0,0.004,-0.538,0,0.004,0.144,0,-0.00800000000000001,0.01,0.018,0,-0.038,0,0.00800000000000001,0,-0.014,0.0359999999999999,"Industrial","green"
"Transportation-*Air quality","Sims_Mod_38",0,0.012,0.016,-0.014,0.046,0,0.002,-0.014,0,0,0,0.00600000000000001,0,0.00800000000000001,0,0,0.00800000000000001,-0.016,0,0.01,0.024,0.016,0,-0.04,0,0.02,0,0.044,0.0379999999999999,"Industrial","green"
"Economic wellbeing->Physical health","Sims_Mod_39",0,-0.034,-0.02,0.061,-0.032,0,-0.056,0.061,0,0,0,-0.05,0,-0.056,0.018,0,-0.058,-0.024,0,-0.058,0.008,-0.05,0,-0.04,0,0.028,0,-0.018,0.078,"Industrial","green"
"Affordability->Economic wellbeing","Sims_Mod_40",0,0.03,-0.016,0.016,0.004,0,0.004,0.016,0,0,0,-0.00600000000000001,0,0.00600000000000001,0.048,0,0.00800000000000001,-0.01,0,-0.00600000000000001,0.022,-0.002,0,-0.042,0,0.01,0,0.00999999999999995,0.024,"Industrial","green"
"Access to nature-*Affordability","Sims_Mod_41",0,-0.072,-0.016,0.038,-0.052,0,-0.076,0.038,0,0,0,-0.062,0,-0.076,0.056,0,-0.072,-0.022,0,-0.058,0.024,-0.06,0,0,0,0.0600000000000001,0,-0.03,0.108,"Industrial","green"
"Local foods->Social cohesion","Sims_Mod_42",0,0.004,-0.018,0.02,0.002,0,0.004,0.02,0,0,0,-0.012,0,0,0.014,0,0.002,-0.03,0,-0.00600000000000001,0.006,0.07,0,-0.04,0,0.01,0,0.024,0.0379999999999999,"Industrial","green"
"Salmon->Local foods","Sims_Mod_43",0,0.02,0.04,-0.019,0.034,0,0.012,-0.02,0,0,0,0.016,0,0.014,0.014,0,0.02,0.022,0,-0.002,-0.016,0.028,0,0.01,0,0.00600000000000001,0,0.012,0.0459999999999999,"Industrial","green"
"Water quality->Local foods","Sims_Mod_44",0,-0.02,0.016,0.012,-0.02,0,-0.03,0.012,0,0,0,-0.02,0,-0.032,0.018,0,-0.032,-0.044,0,-0.028,0.018,-0.038,0,-0.006,0,0.04,-0.001,-0.00800000000000001,0.0499999999999999,"Industrial","green"
"Toxics-*Water quality","Sims_Mod_45",0,0.004,-0.026,0.02,0.018,0,-0.01,0.02,0,0,0,-0.00800000000000001,0,-0.00800000000000001,0.002,0,-0.00600000000000001,-0.014,0,-0.002,-0.014,-0.004,0,-0.03,0,0.00600000000000001,0,0.028,0.0379999999999999,"Industrial","green"
"Local foods->Physical health","Sims_Mod_46",0,0.022,-0.02,0.022,0.014,0,0.02,0.022,0,0,0,0,0,0.02,-0.00799999999999995,0,0.02,-0.028,0,0.002,0.028,0.022,0,-0.004,0,0.012,0,0.024,0.0559999999999999,"Industrial","green"
"Water quality->Social cohesion","Sims_Mod_47",0,0.02,0.002,0.064,0.01,0,0.004,0.064,0,0,0,0.01,0,0.002,0.024,0,0.002,-0.0640000000000001,0,0.002,0.03,0.026,0,-0.008,0,0.026,0,0.016,0.0399999999999999,"Industrial","green"
"Local jobs->Economic wellbeing","Sims_Mod_48",0,-0.01,-0.014,0.016,0.01,0,-0.02,0.016,0.001,0,0,-0.00800000000000001,0,-0.018,0.028,0,-0.014,-0.02,0,-0.012,0.022,-0.014,0,-0.032,0,0.048,0,-0.018,0.034,"Industrial","green"
"Walkability->Climate mitigation","Sims_Mod_49",0,-0.172,-0.00600000000000001,-0.008,-0.168,0,-0.176,-0.008,0,0,0,-0.19,0,-0.174,0.034,0,-0.18,-0.026,0,-0.198,-0.012,-0.136,0,-0.036,0,0.242,0,-0.222,0.36,"Industrial","green"
"Walkability->Affordability","Sims_Mod_50",0,-0.032,-0.03,0.038,-0.00800000000000001,0,-0.038,0.038,0,0,0,-0.026,0,-0.034,0.052,0,-0.032,-0.042,0,-0.032,0.006,-0.026,0,0.018,0,0.0620000000000001,0,-0.016,0.0499999999999999,"Industrial","green"
"Access to nature->Walkability","Sims_Mod_51",0,-0.152,-0.276,-0.048,-0.176,0,-0.168,-0.048,0,0,0,-0.158,0,-0.166,0.404,0,-0.166,-0.148,0,-0.17,-0.036,-0.15,0,-0.056,0,0.168,-1,-0.116,0.286,"Industrial","green"
"Walkability->Social cohesion","Sims_Mod_52",0,-0.00600000000000001,-0.014,0.02,-0.012,0,-0.024,0.02,0,0,0,-0.028,0,-0.024,-0.026,0,-0.024,0.018,0,-0.018,0.03,-0.028,0,-0.034,0,0.012,0,0.00799999999999995,0.0379999999999999,"Industrial","green"
"Walkability->Air quality","Sims_Mod_53",0,0.004,-0.342,0.028,0.01,0,-0.014,0.028,0,0,0,-0.00800000000000001,0,-0.012,-0.024,0,-0.01,-0.00600000000000001,0,-0.00800000000000001,0.032,-0.014,0,0.004,0,0.028,0,-0.004,0.094,"Industrial","green"
"Walkability-*Noise","Sims_Mod_54",0,0.05,0.012,0.036,0.052,0,0.028,0.036,0,0,0,0.048,0,0.03,0.466,0,0.032,-0.0660000000000001,0,0.052,0.01,0.054,0,-0.044,0,-0.018,0,0.07,0.002,"Industrial","green"
"Industrial->Water temperature","Sims_Mod_55",0,0.04,-0.054,0.026,0.054,0,0.034,0.026,0,0,0,0.038,0,0.034,0.014,0,0.038,-0.00800000000000001,0,0.04,0.012,0.04,0,-0.054,0,-0.032,0,0.096,-0.226,"Industrial","green"
"Toxics-*Biodiversity","Sims_Mod_56",0,0.024,-0.056,-0.02,0.018,0,0.00799999999999995,-0.02,0,0,0,0.012,0,0.00600000000000001,0.032,0,0.002,-0.004,0,0.00800000000000001,-0.01,0.012,0,0.044,0,0.044,0,0.012,0.0619999999999999,"Industrial","green"
"Noise-*Physical health","Sims_Mod_57",0,-0.018,0,0.008,0,0,-0.02,0.008,0,0,0,-0.016,0,-0.026,-0.012,0,-0.028,0.01,0,-0.018,0.008,-0.012,0,-0.05,0,0,0,0.00399999999999995,0.0419999999999999,"Industrial","green"
"Access to nature->Mental health","Sims_Mod_58",0,-0.00800000000000001,0.02,-0.006,0.026,0,-0.004,-0.006,0,0,0,0.012,0,-0.002,0.01,0,0.004,-0.014,0,0.002,-0.034,0.004,0,-0.064,0,-0.014,0,0.026,0.028,"Industrial","green"
"Local foods->Affordability","Sims_Mod_59",0,-0.032,0.024,-0.016,-0.004,0,-0.016,-0.016,0,0,0,-0.01,0,-0.016,-0.028,0,-0.016,0,0,-0.00800000000000001,-0.018,-0.014,0,-0.006,0,0.032,0,-0.004,0.072,"Industrial","green"
"Water temperature-*Water quality","Sims_Mod_60",0,-0.096,0.014,0.01,-0.052,0,-0.088,0.01,0,0,0,-0.11,0,-0.098,0.04,0,-0.096,-0.016,0,-0.108,0.012,-0.086,0,-0.03,0,-0.01,0,-0.342,0.01,"Industrial","green"
"Bacteria-*Water quality","Sims_Mod_61",0,0.004,-0.00600000000000001,-0.01,0.03,0,0.00600000000000001,-0.01,0,0,0,0.018,0,0.00800000000000001,0.024,0,0.01,-0.026,0,0.014,-0.034,0.022,0,-0.02,0,0.028,0,0.026,0.074,"Industrial","green"
"Bacteria-*Local foods","Sims_Mod_62",0,-0.002,0.012,0.032,0.00600000000000001,0,-0.026,0.032,0,0,0,-0.012,0,-0.018,0.018,0,-0.02,-0.004,0,-0.026,0.006,0.004,0,-0.074,0,0.046,0,-0.016,0.09,"Industrial","green"
"Walkability->Physical health","Sims_Mod_63",0,-0.01,-0.022,0.01,0.018,0,-0.014,0.01,0,0,0,-0.018,0,-0.016,0.04,0,-0.016,-0.014,0,-0.022,-0.002,-0.002,0,-0.064,0,0.038,0,0.00399999999999995,0.0559999999999999,"Industrial","green"
"Flooding-*Property value","Sims_Mod_64",0,-0.026,0,0.008,-0.036,0,-0.054,0.008,0,0,0,-0.05,0,-0.058,0.016,0,-0.052,0.078,0,-0.058,0.024,-0.05,0,-0.036,0,0.00600000000000001,0,-0.042,0.0359999999999999,"Industrial","green"
"Property value-*Affordability","Sims_Mod_65",0,0.036,-0.022,-0.002,0.01,0,0,-0.002,0,0,0,-0.002,0,-0.004,0.018,0,0,-0.026,0,-0.00600000000000001,0.004,0.002,0,-0.02,0,-0.01,0,0.026,0,"Industrial","green"
"Noise-*Property value","Sims_Mod_66",0,0.004,0.002,-0.014,0.026,0,-0.00600000000000001,-0.014,0,0,0,-0.00800000000000001,0,0.002,0.016,0,-0.002,0.0459999999999999,0,-0.00800000000000001,0.036,0.016,0,-0.028,0,0.04,0,0.00199999999999995,0.076,"Industrial","green"
"Access to nature->Property value","Sims_Mod_67",0,-0.00600000000000001,-0.026,0.048,0.002,0,-0.026,0.048,0,0,0,-0.022,0,-0.022,-0.004,0,-0.026,-0.056,0,-0.022,0.02,-0.014,0,-0.014,0,0.002,0,0.028,0.0479999999999999,"Industrial","green"
"Industrial-*Property value","Sims_Mod_68",0,0.018,-0.026,0.006,0.01,0,0,0.006,0,0,0,-0.00800000000000001,0,-0.002,0.014,0,0.002,0.094,0,-0.002,-0.016,0.00800000000000001,0,-0.044,0,-0.004,0,0.00999999999999995,0.018,"Industrial","green"
"Transportation->Property value","Sims_Mod_69",0,-0.018,-0.018,0.048,-0.00800000000000001,0,-0.038,0.048,0,0,0,-0.026,0,-0.042,0.012,0,-0.04,-0.034,0,-0.036,0.008,-0.024,0,-0.01,0,0.046,0,-0.038,0.0659999999999999,"Industrial","green"
"Walkability->Property value","Sims_Mod_70",0,0.024,0.014,-0.028,0.026,0,0.00799999999999995,-0.028,0,0,0,0.012,0,0.00800000000000001,0.016,0,0.01,-0.0620000000000001,0,0.012,-0.02,0.016,0,0.014,0,0.028,0,0.036,0.024,"Industrial","green"
"Property value->Economic wellbeing","Sims_Mod_71",0,-0.022,-0.01,-0.01,0.00600000000000001,0,-0.026,-0.01,0,0,0,0,0,-0.018,0,0,-0.02,-0.018,0,-0.01,0.002,-0.00800000000000001,0,-0.016,0,0,0,0.022,0.0419999999999999,"Industrial","green"
"Local jobs->Property value","Sims_Mod_72",0,0.022,0.016,0.022,0.026,0,-0.014,0.022,0,0,0,0.004,0,-0.012,0.028,0,-0.00600000000000001,-0.272,0,-0.002,0.03,-0.004,0,-0.076,0,0.018,0,-0.014,0.0499999999999999,"Industrial","green"
"Gray infrastructure-*Flooding","Sims_Mod_73",0,0.02,0.028,-0.008,0.026,0,0.004,-0.008,0,0,0,0.004,0,0.00600000000000001,0.022,0,0.01,-0.00800000000000001,0,0.002,-0.02,0.016,0,-0.034,0,0.028,0,0.038,0.024,"Industrial","green"
"Gray infrastructure-*Sediment","Sims_Mod_74",0,-0.036,-0.046,0.026,-0.034,0,-0.034,0.026,0,0,0,-0.048,0,-0.03,0.054,0,-0.036,-0.026,0,-0.046,0.024,-0.02,0,-0.06,0,0.046,0,-0.016,0.094,"Industrial","green"
"Gray infrastructure-*Toxics","Sims_Mod_75",0,-0.038,-0.01,0.038,-0.022,0,-0.048,0.038,0,0,0,-0.036,0,-0.046,0.038,0,-0.042,-0.038,0,-0.04,0.05,-0.032,0,-0.01,0,0.086,0,-0.00800000000000001,0.098,"Industrial","green"
"Green infrastructure-*Toxics","Sims_Mod_76",0,-0.08,0.03,-0.016,-0.074,0,-0.09,-0.016,0,0,0,-0.088,0,-0.082,0.042,0,-0.084,-0.028,0,-0.096,-0.02,-0.07,0,0.98,0,0.002,0,-0.068,0.0399999999999999,"Industrial","green"
"Green infrastructure->Access to nature","Sims_Mod_77",-1,-0.236,-0.32,-0.008,-0.224,0,-0.258,-0.008,0,0,0,-0.248,0,-0.262,0.44,0,-0.258,-0.326,0,-0.242,0.008,-0.264,0,0,0,0.204,-0.999,-0.2,0.322,"Industrial","green"
"Green infrastructure->Climate mitigation","Sims_Mod_78",0,-0.106,0.024,-0.012,-0.106,0,-0.126,-0.012,0,0,0,-0.13,0,-0.124,0.054,0,-0.126,-0.026,0,-0.13,0.014,-0.114,0,-0.042,0,0.206,0,-0.13,0.316,"Industrial","green"
"Green infrastructure-*Noise","Sims_Mod_79",0,-0.098,0.004,0.022,-0.106,0,-0.122,0.022,0,0,0,-0.102,0,-0.11,0.438,0,-0.108,-0.124,0,-0.106,0.012,-0.102,0,0.03,0,0.036,0,-0.074,0.0519999999999999,"Industrial","green"
"Gray infrastructure->Local jobs","Sims_Mod_80",0,0.018,0.00599999999999995,-0.02,0.038,0,0.00600000000000001,-0.02,0,0,0,0.026,0,0.00800000000000001,0.024,0,0.00800000000000001,-0.002,0,0.024,-0.032,0.02,0,-0.038,0,0.022,0,0.038,0.027,"Industrial","green"
"Green infrastructure->Local jobs","Sims_Mod_81",0,0.00800000000000001,-0.024,0.036,0.018,0,-0.012,0.036,0,0,0,0.004,0,-0.016,0.004,0,-0.012,-0.11,0,0.01,0.038,-0.012,0,0.088,0,0.018,0,0.024,0.024,"Industrial","green"
"Source control-*Toxics","Sims_Mod_82",0,-0.038,-0.068,0.086,-0.036,0,-0.066,0.086,0,0,0,-0.056,0,-0.07,0.056,0,-0.066,-0.054,0,-0.056,0.026,-0.054,0,0.042,0,0.036,0,-0.072,0.0679999999999999,"Industrial","green"
"Green infrastructure-*Flooding","Sims_Mod_83",0,-0.128,-0.274,1.022,-0.074,0,-0.138,1.022,0,0,0,-0.128,0,-0.136,0.028,0,-0.136,-0.168,0,-0.136,0.446,-0.124,0,-0.054,0,0.01,0,-0.184,0.032,"Industrial","green"
"Green infrastructure->Air quality","Sims_Mod_84",0,-0.01,-0.208,0.01,0,0,-0.024,0.01,0,0,0,-0.004,0,-0.02,-0.024,0,-0.018,-0.002,0,-0.014,0.03,-0.012,0,-0.026,0,-0.026,0,0.024,0.024,"Industrial","green"
"Green infrastructure-*Urban heat island","Sims_Mod_85",0,-0.11,-0.086,0.088,-0.094,0,-0.13,0.088,0,0,0,-0.118,0,-0.132,0.062,0,-0.13,-0.0640000000000001,0,-0.108,0.046,-0.118,0,-0.06,0,0.25,0,-0.098,0.2,"Industrial","green"
"Toxics-*Salmon","Sims_Mod_86",0,-0.038,-0.00600000000000001,0.012,-0.026,0,-0.052,0.012,0,0,0,-0.044,0,-0.052,0.018,0,-0.052,-0.038,0,-0.036,0.074,-0.044,0,-0.038,0,0.026,0,-0.036,0.072,"Industrial","green"
"Noise-*Mental health","Sims_Mod_87",0,-0.024,-0.016,0.024,-0.00600000000000001,0,-0.024,0.024,0,0,0,-0.022,0,-0.022,0.06,0,-0.022,-0.046,0,-0.024,0.032,-0.016,0,-0.076,0,0.04,0,0.018,0.074,"Industrial","green"
"Urban heat island->Water temperature","Sims_Mod_88",0,-0.092,-0.048,0.036,-0.072,0,-0.098,0.036,0,0,0,-0.098,0,-0.094,0.068,0,-0.096,-0.04,0,-0.1,0.054,-0.09,0,-0.002,0,0.038,0,-0.188,0.282,"Industrial","green"
"Economic wellbeing->Mental health","Sims_Mod_89",0,-0.034,-0.018,-0.004,-0.014,0,-0.038,-0.004,0,0,0,-0.036,0,-0.036,0.016,0,-0.034,0.004,0,-0.034,0.024,-0.024,0,-0.034,0,0.012,0,-0.034,0.0439999999999999,"Industrial","green"
"Biodiversity->Local foods","Sims_Mod_90",0,0.01,-0.002,-0.02,0.028,0,0.00600000000000001,-0.02,0,0,0,0.00600000000000001,0,0.00600000000000001,0.05,0,0.00800000000000001,-0.042,0,0.018,0.004,0.022,0,0.036,0,0.002,0,0.024,0.0619999999999999,"Industrial","green"
"Local jobs->Social cohesion","Sims_Mod_91",0,-0.012,-0.018,0.048,0.01,0,-0.036,0.048,0,0,0,-0.00800000000000001,0,-0.034,0.052,0,-0.028,-0.052,0,-0.00800000000000001,0.072,-0.038,0,-0.03,0,-0.012,0,-0.028,0.012,"Industrial","green"
"Access to nature->Local foods","Sims_Mod_92",0,0.022,0.016,0.028,0.044,0,0.016,0.028,0,0,0,0.02,0,0.012,0.014,0,0.018,-0.016,0,0.018,-0.022,0.024,0,-0.014,0,0.016,0,0.03,0.024,"Industrial","green"
"Local foods->Mental health","Sims_Mod_93",0,-0.032,-0.002,0,-0.012,0,-0.016,0,0,0,0,-0.034,0,-0.012,0.022,0,-0.032,-0.012,0,-0.028,0.04,-0.016,0,-0.028,0,0.046,0,0.00399999999999995,0.0659999999999999,"Industrial","green"
"Noise-*Social cohesion","Sims_Mod_94",0,0.002,0.012,0.072,0.014,0,-0.012,0.072,0,0,0,0.00800000000000001,0,-0.014,0.06,0,-0.01,-0.038,0,0.01,0.03,0.00600000000000001,0,-0.02,0,0.036,0,0.018,0.028,"Industrial","green"
"Industrial-*Air quality","Sims_Mod_95",0,0.014,0.294,0.01,0.014,0,-0.004,0.01,0,0,0,-0.00600000000000001,0,-0.00600000000000001,0.012,0,-0.00600000000000001,-0.00600000000000001,0,-0.00800000000000001,0.01,0.00999999999999995,0,-0.038,0,0.03,0,-0.01,0.0499999999999999,"Industrial","green"
"Industrial->Local jobs","Sims_Mod_96",0,-0.024,0.00799999999999995,0.016,0,0,-0.034,0.016,0,0,0,-0.014,0,-0.034,0.016,0,-0.036,-0.114,0,-0.02,0.03,-0.02,0,-0.046,0,0.016,0,0.014,0.0379999999999999,"Industrial","green"
