"link","Node","relative_influence","Solution","LandUse","rank","cum_sum"
"Green infrastructure -> Local jobs","Biodiversity",0.416105722,"green","Residential",55,79.267785938
"Industrial -> Urban heat island","Biodiversity",0.412038144,"green","Residential",56,79.679824082
"Green infrastructure -* Sediment","Biodiversity",0.408532809,"green","Residential",57,80.088356891
"Property value -* Affordability","Biodiversity",0.388794031,"green","Residential",58,80.477150922
"Bacteria -* Local foods","Biodiversity",0.387107419,"green","Residential",59,80.864258341
"Salmon -> Local foods","Biodiversity",0.386319956,"green","Residential",60,81.250578297
"Bacteria -* Physical health","Biodiversity",0.38496582,"green","Residential",61,81.635544117
"Walkability -> Affordability","Biodiversity",0.367754509,"green","Residential",62,82.003298626
"Toxics -* Biodiversity","Biodiversity",0.366297674,"green","Residential",63,82.3695963
"Industrial -> Sediment","Biodiversity",0.365949766,"green","Residential",64,82.735546066
"Noise -* Property value","Biodiversity",0.35996712,"green","Residential",65,83.095513186
"Air quality -> Social cohesion","Biodiversity",0.356371433,"green","Residential",66,83.451884619
"Flooding -* Salmon","Biodiversity",0.355847764,"green","Residential",67,83.807732383
"Local foods -* Local foods","Biodiversity",0.348501831,"green","Residential",68,84.156234214
"Water quality -> Biodiversity","Biodiversity",0.344456164,"green","Residential",69,84.500690378
"Green infrastructure -> Climate mitigation","Biodiversity",0.340334268,"green","Residential",70,84.841024646
"Climate mitigation -> Biodiversity","Biodiversity",0.329342046,"green","Residential",71,85.170366692
"Access to nature -> Social cohesion","Biodiversity",0.324455698,"green","Residential",72,85.49482239
"Local jobs -* Local jobs","Biodiversity",0.323759527,"green","Residential",73,85.818581917
"Source control -* Source control","Biodiversity",0.320532585,"green","Residential",74,86.139114502
"Physical health -* Physical health","Biodiversity",0.319392011,"green","Residential",75,86.458506513
"Industrial -* Air quality","Biodiversity",0.316583892,"green","Residential",76,86.775090405
"Access to nature -> Mental health","Biodiversity",0.309225144,"green","Residential",77,87.084315549
"Transportation -* Air quality","Biodiversity",0.306453878,"green","Residential",78,87.390769427
"Residential -> Sediment","Biodiversity",0.30503173,"green","Residential",79,87.695801157
"Noise -* Mental health","Biodiversity",0.295949963,"green","Residential",80,87.99175112
"Gray infrastructure -* Flooding","Biodiversity",0.294765943,"green","Residential",81,88.286517063
"Climate mitigation -* Water temperature","Biodiversity",0.290007206,"green","Residential",82,88.576524269
"Gray infrastructure -> Local jobs","Biodiversity",0.289980592,"green","Residential",83,88.866504861
"Salmon -* Salmon","Biodiversity",0.289498607,"green","Residential",84,89.156003468
"Toxics -* Physical health","Biodiversity",0.282852436,"green","Residential",85,89.438855904
"Mental health -* Mental health","Biodiversity",0.279480709,"green","Residential",86,89.718336613
"Water quality -> Salmon","Biodiversity",0.273371319,"green","Residential",87,89.991707932
"Climate mitigation -> Salmon","Biodiversity",0.27314205,"green","Residential",88,90.264849982
"Green infrastructure -* Noise","Biodiversity",0.271677234,"green","Residential",89,90.536527216
"Economic wellbeing -* Economic wellbeing","Biodiversity",0.268643126,"green","Residential",90,90.805170342
"Flooding -* Property value","Biodiversity",0.268409128,"green","Residential",91,91.07357947
"Walkability -> Air quality","Biodiversity",0.267520461,"green","Residential",92,91.341099931
"Flooding -> Sediment","Biodiversity",0.266350678,"green","Residential",93,91.607450609
"Walkability -> Physical health","Biodiversity",0.264738543,"green","Residential",94,91.872189152
"Transportation -* Transportation","Biodiversity",0.26155191,"green","Residential",95,92.133741062
"Source control -* Toxics","Biodiversity",0.256898993,"green","Residential",96,92.390640055
"Toxics -* Salmon","Biodiversity",0.256475914,"green","Residential",97,92.647115969
"Biodiversity -* Biodiversity","Biodiversity",0.25357979,"green","Residential",98,92.900695759
"Physical health -> Mental health","Biodiversity",0.249938809,"green","Residential",99,93.150634568
"Industrial -* Property value","Biodiversity",0.248665191,"green","Residential",100,93.399299759
"Noise -* Noise","Biodiversity",0.248143151,"green","Residential",101,93.64744291
"Water quality -> Social cohesion","Biodiversity",0.245228048,"green","Residential",102,93.892670958
"Local jobs -> Property value","Biodiversity",0.245073824,"green","Residential",103,94.137744782
"Local foods -> Mental health","Biodiversity",0.244901712,"green","Residential",104,94.382646494
"Urban heat island -> Water temperature","Biodiversity",0.236635751,"green","Residential",105,94.619282245
"Gray infrastructure -* Sediment","Biodiversity",0.235690184,"green","Residential",106,94.854972429
"Walkability -> Property value","Biodiversity",0.232324402,"green","Residential",107,95.087296831
"Industrial -> Flooding","Biodiversity",0.230346731,"green","Residential",108,95.317643562
"Climate mitigation -* Urban heat island","Biodiversity",0.226853151,"green","Residential",109,95.544496713
"Economic wellbeing -> Physical health","Biodiversity",0.224607043,"green","Residential",110,95.769103756
"Salmon -> Biodiversity","Biodiversity",0.223440494,"green","Residential",111,95.99254425
"Bacteria -* Water quality","Biodiversity",0.220222692,"green","Residential",112,96.212766942
"Affordability -* Affordability","Biodiversity",0.216495395,"green","Residential",113,96.429262337
"Social cohesion -> Mental health","Biodiversity",0.21323039,"green","Residential",114,96.642492727
"Transportation -> Noise","Biodiversity",0.212674785,"green","Residential",115,96.855167512
"Access to nature -> Physical health","Biodiversity",0.210402225,"green","Residential",116,97.065569737
"Economic wellbeing -> Mental health","Biodiversity",0.203160767,"green","Residential",117,97.268730504
"Transportation -> Urban heat island","Biodiversity",0.196005424,"green","Residential",118,97.464735928
"Access to nature -> Property value","Biodiversity",0.195429171,"green","Residential",119,97.660165099
"Local jobs -> Economic wellbeing","Biodiversity",0.188899311,"green","Residential",120,97.84906441
"Transportation -> Toxics","Biodiversity",0.185381237,"green","Residential",121,98.034445647
"Biodiversity -> Salmon","Biodiversity",0.183059932,"green","Residential",122,98.217505579
"Local foods -> Social cohesion","Biodiversity",0.171190234,"green","Residential",123,98.388695813
"Gray infrastructure -* Gray infrastructure","Biodiversity",0.169472533,"green","Residential",124,98.558168346
"Sediment -* Sediment","Biodiversity",0.165741522,"green","Residential",125,98.723909868
"Local foods -> Affordability","Biodiversity",0.161867305,"green","Residential",126,98.885777173
"Urban heat island -* Physical health","Biodiversity",0.15884766,"green","Residential",127,99.044624833
"Affordability -> Economic wellbeing","Biodiversity",0.155582148,"green","Residential",128,99.200206981
"Biodiversity -> Local foods","Biodiversity",0.152312115,"green","Residential",129,99.352519096
"Economic wellbeing -> Affordability","Biodiversity",0.145377537,"green","Residential",130,99.497896633
"Green infrastructure -> Air quality","Biodiversity",0.142964156,"green","Residential",131,99.640860789
"Noise -* Biodiversity","Biodiversity",0.126525864,"green","Residential",132,99.767386653
"Property value -* Property value","Biodiversity",0.120713031,"green","Residential",133,99.888099684
"Local foods -> Physical health","Biodiversity",0.111900313,"green","Residential",134,99.999999997
"Residential -* Residential","Physical health",19.08036791,"green","Residential",1,19.08036791
"Green infrastructure -* Green infrastructure","Physical health",7.514211563,"green","Residential",2,26.594579473
"Bacteria -* Bacteria","Physical health",4.80822626,"green","Residential",3,31.402805733
"Nutrients -* Nutrients","Physical health",4.074850171,"green","Residential",4,35.477655904
"Toxics -* Toxics","Physical health",2.932856495,"green","Residential",5,38.410512399
"Climate mitigation -* Climate mitigation","Physical health",2.146392661,"green","Residential",6,40.55690506
"Water temperature -* Water quality","Physical health",2.123748149,"green","Residential",7,42.680653209
"Water quality -* Water quality","Physical health",2.011888084,"green","Residential",8,44.692541293
"Water temperature -* Water temperature","Physical health",1.845051,"green","Residential",9,46.537592293
"Urban heat island -* Urban heat island","Physical health",1.842696646,"green","Residential",10,48.380288939
"Access to nature -> Walkability","Physical health",1.468294074,"green","Residential",11,49.848583013
"Green infrastructure -> Access to nature","Physical health",1.358762361,"green","Residential",12,51.207345374
"Access to nature -* Access to nature","Physical health",1.184345574,"green","Residential",13,52.391690948
"Flooding -* Flooding","Physical health",1.08774628,"green","Residential",14,53.479437228
"Walkability -> Climate mitigation","Physical health",1.056639067,"green","Residential",15,54.536076295
"Toxics -* Water quality","Physical health",1.045386552,"green","Residential",16,55.581462847
"Water quality -> Physical health","Physical health",1.00723458,"green","Residential",17,56.588697427
"Noise -* Physical health","Physical health",0.98212671,"green","Residential",18,57.570824137
"Walkability -* Walkability","Physical health",0.961364351,"green","Residential",19,58.532188488
"Green infrastructure -* Flooding","Physical health",0.940556166,"green","Residential",20,59.472744654
"Green infrastructure -* Toxics","Physical health",0.922390718,"green","Residential",21,60.395135372
"Gray infrastructure -* Toxics","Physical health",0.854586929,"green","Residential",22,61.249722301
"Bacteria -* Physical health","Physical health",0.847950072,"green","Residential",23,62.097672373
"Transportation -> Flooding","Physical health",0.823873246,"green","Residential",24,62.921545619
"Flooding -> Bacteria","Physical health",0.744025386,"green","Residential",25,63.665571005
"Transportation -> Property value","Physical health",0.743736864,"green","Residential",26,64.409307869
"Nutrients -* Water quality","Physical health",0.698985548,"green","Residential",27,65.108293417
"Residential -> Bacteria","Physical health",0.696364578,"green","Residential",28,65.804657995
"Industrial -> Noise","Physical health",0.694832273,"green","Residential",29,66.499490268
"Sediment -* Water quality","Physical health",0.661447606,"green","Residential",30,67.160937874
"Green infrastructure -* Sediment","Physical health",0.655222653,"green","Residential",31,67.816160527
"Local foods -> Mental health","Physical health",0.636645953,"green","Residential",32,68.45280648
"Residential -> Sediment","Physical health",0.620301008,"green","Residential",33,69.073107488
"Mental health -> Economic wellbeing","Physical health",0.555288872,"green","Residential",34,69.62839636
"Green infrastructure -> Local jobs","Physical health",0.536811515,"green","Residential",35,70.165207875
"Industrial -* Industrial","Physical health",0.535794893,"green","Residential",36,70.701002768
"Walkability -> Social cohesion","Physical health",0.534410579,"green","Residential",37,71.235413347
"Physical health -> Economic wellbeing","Physical health",0.531685738,"green","Residential",38,71.767099085
"Property value -* Affordability","Physical health",0.528144661,"green","Residential",39,72.295243746
"Green infrastructure -> Climate mitigation","Physical health",0.506176991,"green","Residential",40,72.801420737
"Green infrastructure -* Urban heat island","Physical health",0.49728028,"green","Residential",41,73.298701017
"Social cohesion -* Social cohesion","Physical health",0.488615064,"green","Residential",42,73.787316081
"Industrial -> Urban heat island","Physical health",0.473299277,"green","Residential",43,74.260615358
"Local jobs -> Social cohesion","Physical health",0.469570723,"green","Residential",44,74.730186081
"Transportation -* Air quality","Physical health",0.469457056,"green","Residential",45,75.199643137
"Access to nature -* Affordability","Physical health",0.46857545,"green","Residential",46,75.668218587
"Local foods -> Physical health","Physical health",0.463790997,"green","Residential",47,76.132009584
"Toxics -* Salmon","Physical health",0.45833186,"green","Residential",48,76.590341444
"Flooding -* Air quality","Physical health",0.448170202,"green","Residential",49,77.038511646
"Residential -> Nutrients","Physical health",0.432829835,"green","Residential",50,77.471341481
"Mental health -> Physical health","Physical health",0.427419446,"green","Residential",51,77.898760927
"Industrial -> Local jobs","Physical health",0.41638544,"green","Residential",52,78.315146367
"Gray infrastructure -* Flooding","Physical health",0.401059181,"green","Residential",53,78.716205548
"Climate mitigation -* Urban heat island","Physical health",0.399172258,"green","Residential",54,79.115377806
"Biodiversity -> Salmon","Physical health",0.391333964,"green","Residential",55,79.50671177
"Local foods -* Local foods","Physical health",0.385991185,"green","Residential",56,79.892702955
"Source control -* Toxics","Physical health",0.384045986,"green","Residential",57,80.276748941
"Salmon -> Local foods","Physical health",0.374803187,"green","Residential",58,80.651552128
"Transportation -> Water temperature","Physical health",0.374398961,"green","Residential",59,81.025951089
"Climate mitigation -* Water temperature","Physical health",0.37157221,"green","Residential",60,81.397523299
"Affordability -* Affordability","Physical health",0.370072573,"green","Residential",61,81.767595872
"Source control -* Source control","Physical health",0.369386046,"green","Residential",62,82.136981918
"Noise -* Social cohesion","Physical health",0.365273189,"green","Residential",63,82.502255107
"Water quality -> Local foods","Physical health",0.358849058,"green","Residential",64,82.861104165
"Industrial -> Toxics","Physical health",0.352773,"green","Residential",65,83.213877165
"Walkability -* Noise","Physical health",0.35026771,"green","Residential",66,83.564144875
"Walkability -> Physical health","Physical health",0.348655805,"green","Residential",67,83.91280068
"Urban heat island -* Biodiversity","Physical health",0.347273922,"green","Residential",68,84.260074602
"Urban heat island -> Water temperature","Physical health",0.344317466,"green","Residential",69,84.604392068
"Air quality -> Physical health","Physical health",0.340880853,"green","Residential",70,84.945272921
"Gray infrastructure -* Sediment","Physical health",0.340550599,"green","Residential",71,85.28582352
"Green infrastructure -* Noise","Physical health",0.340449645,"green","Residential",72,85.626273165
"Noise -* Noise","Physical health",0.332633813,"green","Residential",73,85.958906978
"Air quality -* Air quality","Physical health",0.324593588,"green","Residential",74,86.283500566
"Economic wellbeing -* Economic wellbeing","Physical health",0.318449468,"green","Residential",75,86.601950034
"Water quality -> Biodiversity","Physical health",0.315904461,"green","Residential",76,86.917854495
"Access to nature -> Physical health","Physical health",0.315656175,"green","Residential",77,87.23351067
"Gray infrastructure -> Local jobs","Physical health",0.315468413,"green","Residential",78,87.548979083
"Salmon -> Physical health","Physical health",0.314086807,"green","Residential",79,87.86306589
"Transportation -* Transportation","Physical health",0.313841807,"green","Residential",80,88.176907697
"Access to nature -> Mental health","Physical health",0.310431985,"green","Residential",81,88.487339682
"Residential -> Toxics","Physical health",0.303788716,"green","Residential",82,88.791128398
"Biodiversity -* Biodiversity","Physical health",0.302259562,"green","Residential",83,89.09338796
"Local jobs -> Property value","Physical health",0.302003687,"green","Residential",84,89.395391647
"Access to nature -> Local foods","Physical health",0.298438407,"green","Residential",85,89.693830054
"Flooding -* Salmon","Physical health",0.297618628,"green","Residential",86,89.991448682
"Property value -> Economic wellbeing","Physical health",0.294105525,"green","Residential",87,90.285554207
"Bacteria -* Water quality","Physical health",0.279766933,"green","Residential",88,90.56532114
"Green infrastructure -> Air quality","Physical health",0.27172827,"green","Residential",89,90.83704941
"Economic wellbeing -> Physical health","Physical health",0.27134587,"green","Residential",90,91.10839528
"Local foods -> Affordability","Physical health",0.269615456,"green","Residential",91,91.378010736
"Industrial -> Water temperature","Physical health",0.264423519,"green","Residential",92,91.642434255
"Local foods -> Social cohesion","Physical health",0.26435714,"green","Residential",93,91.906791395
"Industrial -> Flooding","Physical health",0.26210066,"green","Residential",94,92.168892055
"Water quality -> Salmon","Physical health",0.261113867,"green","Residential",95,92.430005922
"Walkability -> Air quality","Physical health",0.260667034,"green","Residential",96,92.690672956
"Economic wellbeing -> Mental health","Physical health",0.256581269,"green","Residential",97,92.947254225
"Local jobs -> Economic wellbeing","Physical health",0.252692123,"green","Residential",98,93.199946348
"Flooding -* Property value","Physical health",0.249294161,"green","Residential",99,93.449240509
"Local jobs -* Local jobs","Physical health",0.248364823,"green","Residential",100,93.697605332
"Climate mitigation -> Salmon","Physical health",0.234952375,"green","Residential",101,93.932557707
"Access to nature -> Property value","Physical health",0.232672461,"green","Residential",102,94.165230168
"Air quality -> Social cohesion","Physical health",0.231998217,"green","Residential",103,94.397228385
"Walkability -> Affordability","Physical health",0.225506965,"green","Residential",104,94.62273535
"Bacteria -* Local foods","Physical health",0.224033416,"green","Residential",105,94.846768766
"Climate mitigation -> Biodiversity","Physical health",0.22153323,"green","Residential",106,95.068301996
"Toxics -* Biodiversity","Physical health",0.219849924,"green","Residential",107,95.28815192
"Social cohesion -> Mental health","Physical health",0.21606942,"green","Residential",108,95.50422134
"Economic wellbeing -> Affordability","Physical health",0.214224016,"green","Residential",109,95.718445356
"Mental health -* Mental health","Physical health",0.213086036,"green","Residential",110,95.931531392
"Toxics -* Physical health","Physical health",0.212091064,"green","Residential",111,96.143622456
"Physical health -> Mental health","Physical health",0.209861571,"green","Residential",112,96.353484027
"Transportation -> Toxics","Physical health",0.20630951,"green","Residential",113,96.559793537
"Flooding -> Sediment","Physical health",0.2053499,"green","Residential",114,96.765143437
"Affordability -> Economic wellbeing","Physical health",0.204930385,"green","Residential",115,96.970073822
"Physical health -* Physical health","Physical health",0.202592211,"green","Residential",116,97.172666033
"Transportation -> Urban heat island","Physical health",0.195534758,"green","Residential",117,97.368200791
"Water quality -> Social cohesion","Physical health",0.194530689,"green","Residential",118,97.56273148
"Urban heat island -* Physical health","Physical health",0.185682007,"green","Residential",119,97.748413487
"Access to nature -> Social cohesion","Physical health",0.17817437,"green","Residential",120,97.926587857
"Industrial -> Sediment","Physical health",0.177096859,"green","Residential",121,98.103684716
"Industrial -* Property value","Physical health",0.172869895,"green","Residential",122,98.276554611
"Property value -* Property value","Physical health",0.170381795,"green","Residential",123,98.446936406
"Noise -* Biodiversity","Physical health",0.169665977,"green","Residential",124,98.616602383
"Noise -* Mental health","Physical health",0.165702294,"green","Residential",125,98.782304677
"Walkability -> Property value","Physical health",0.1654903,"green","Residential",126,98.947794977
"Noise -* Property value","Physical health",0.161919906,"green","Residential",127,99.109714883
"Salmon -> Biodiversity","Physical health",0.15523793,"green","Residential",128,99.264952813
"Gray infrastructure -* Gray infrastructure","Physical health",0.155132829,"green","Residential",129,99.420085642
"Biodiversity -> Local foods","Physical health",0.132548383,"green","Residential",130,99.552634025
"Industrial -* Air quality","Physical health",0.128794175,"green","Residential",131,99.6814282
"Sediment -* Sediment","Physical health",0.126341825,"green","Residential",132,99.807770025
"Transportation -> Noise","Physical health",0.112606086,"green","Residential",133,99.920376111
"Salmon -* Salmon","Physical health",0.079623885,"green","Residential",134,99.999999996
"Source control -* Source control","Biodiversity",24.70948818,"source","Residential",1,24.70948818
"Source control -* Toxics","Biodiversity",13.96483069,"source","Residential",2,38.67431887
"Residential -* Residential","Biodiversity",12.88156908,"source","Residential",3,51.55588795
"Toxics -* Toxics","Biodiversity",5.860343874,"source","Residential",4,57.416231824
"Residential -> Toxics","Biodiversity",4.557891119,"source","Residential",5,61.974122943
"Bacteria -* Bacteria","Biodiversity",1.302931883,"source","Residential",6,63.277054826
"Water quality -* Water quality","Biodiversity",1.296176778,"source","Residential",7,64.573231604
"Toxics -* Water quality","Biodiversity",1.075222048,"source","Residential",8,65.648453652
"Residential -> Sediment","Biodiversity",0.813040294,"source","Residential",9,66.461493946
"Sediment -* Sediment","Biodiversity",0.800579175,"source","Residential",10,67.262073121
"Flooding -* Flooding","Biodiversity",0.795959947,"source","Residential",11,68.058033068
"Property value -* Property value","Biodiversity",0.730832326,"source","Residential",12,68.788865394
"Nutrients -* Water quality","Biodiversity",0.678062398,"source","Residential",13,69.466927792
"Flooding -* Air quality","Biodiversity",0.669029667,"source","Residential",14,70.135957459
"Nutrients -* Nutrients","Biodiversity",0.666781039,"source","Residential",15,70.802738498
"Bacteria -* Water quality","Biodiversity",0.660680178,"source","Residential",16,71.463418676
"Green infrastructure -> Air quality","Biodiversity",0.643381465,"source","Residential",17,72.106800141
"Green infrastructure -* Flooding","Biodiversity",0.622603868,"source","Residential",18,72.729404009
"Local jobs -> Economic wellbeing","Biodiversity",0.58560854,"source","Residential",19,73.315012549
"Bacteria -* Physical health","Biodiversity",0.554105688,"source","Residential",20,73.869118237
"Air quality -* Air quality","Biodiversity",0.554061318,"source","Residential",21,74.423179555
"Walkability -> Climate mitigation","Biodiversity",0.535274403,"source","Residential",22,74.958453958
"Urban heat island -* Urban heat island","Biodiversity",0.52796264,"source","Residential",23,75.486416598
"Flooding -> Bacteria","Biodiversity",0.516880961,"source","Residential",24,76.003297559
"Gray infrastructure -* Gray infrastructure","Biodiversity",0.503020136,"source","Residential",25,76.506317695
"Climate mitigation -> Biodiversity","Biodiversity",0.477953566,"source","Residential",26,76.984271261
"Biodiversity -> Salmon","Biodiversity",0.473957865,"source","Residential",27,77.458229126
"Economic wellbeing -> Mental health","Biodiversity",0.465707313,"source","Residential",28,77.923936439
"Industrial -> Local jobs","Biodiversity",0.438412151,"source","Residential",29,78.36234859
"Flooding -* Salmon","Biodiversity",0.425993009,"source","Residential",30,78.788341599
"Local jobs -* Local jobs","Biodiversity",0.414728189,"source","Residential",31,79.203069788
"Salmon -> Biodiversity","Biodiversity",0.413357952,"source","Residential",32,79.61642774
"Water quality -> Physical health","Biodiversity",0.405150174,"source","Residential",33,80.021577914
"Urban heat island -* Physical health","Biodiversity",0.397811549,"source","Residential",34,80.419389463
"Local foods -> Physical health","Biodiversity",0.384151601,"source","Residential",35,80.803541064
"Walkability -> Physical health","Biodiversity",0.380231176,"source","Residential",36,81.18377224
"Air quality -> Social cohesion","Biodiversity",0.37525723,"source","Residential",37,81.55902947
"Access to nature -* Affordability","Biodiversity",0.371067841,"source","Residential",38,81.930097311
"Affordability -* Affordability","Biodiversity",0.369129726,"source","Residential",39,82.299227037
"Green infrastructure -> Access to nature","Biodiversity",0.364197237,"source","Residential",40,82.663424274
"Industrial -> Urban heat island","Biodiversity",0.362974761,"source","Residential",41,83.026399035
"Urban heat island -> Water temperature","Biodiversity",0.362865729,"source","Residential",42,83.389264764
"Green infrastructure -* Urban heat island","Biodiversity",0.357789766,"source","Residential",43,83.74705453
"Residential -> Bacteria","Biodiversity",0.35170489,"source","Residential",44,84.09875942
"Noise -* Noise","Biodiversity",0.345595341,"source","Residential",45,84.444354761
"Industrial -* Air quality","Biodiversity",0.335263359,"source","Residential",46,84.77961812
"Transportation -> Property value","Biodiversity",0.332424396,"source","Residential",47,85.112042516
"Access to nature -* Access to nature","Biodiversity",0.330951374,"source","Residential",48,85.44299389
"Economic wellbeing -> Physical health","Biodiversity",0.325078749,"source","Residential",49,85.768072639
"Green infrastructure -* Sediment","Biodiversity",0.32431966,"source","Residential",50,86.092392299
"Transportation -> Toxics","Biodiversity",0.313257048,"source","Residential",51,86.405649347
"Noise -* Property value","Biodiversity",0.309477824,"source","Residential",52,86.715127171
"Access to nature -> Physical health","Biodiversity",0.304952186,"source","Residential",53,87.020079357
"Walkability -> Property value","Biodiversity",0.304668002,"source","Residential",54,87.324747359
"Social cohesion -* Social cohesion","Biodiversity",0.303882288,"source","Residential",55,87.628629647
"Climate mitigation -* Climate mitigation","Biodiversity",0.299306742,"source","Residential",56,87.927936389
"Transportation -> Water temperature","Biodiversity",0.290092091,"source","Residential",57,88.21802848
"Climate mitigation -> Salmon","Biodiversity",0.277379697,"source","Residential",58,88.495408177
"Urban heat island -* Biodiversity","Biodiversity",0.272393943,"source","Residential",59,88.76780212
"Access to nature -> Walkability","Biodiversity",0.263959383,"source","Residential",60,89.031761503
"Green infrastructure -> Climate mitigation","Biodiversity",0.248858217,"source","Residential",61,89.28061972
"Gray infrastructure -* Toxics","Biodiversity",0.243936203,"source","Residential",62,89.524555923
"Air quality -> Physical health","Biodiversity",0.240875106,"source","Residential",63,89.765431029
"Water temperature -* Water temperature","Biodiversity",0.240621903,"source","Residential",64,90.006052932
"Climate mitigation -* Urban heat island","Biodiversity",0.237828862,"source","Residential",65,90.243881794
"Green infrastructure -* Toxics","Biodiversity",0.237261989,"source","Residential",66,90.481143783
"Salmon -* Salmon","Biodiversity",0.224541899,"source","Residential",67,90.705685682
"Salmon -> Local foods","Biodiversity",0.208406747,"source","Residential",68,90.914092429
"Walkability -> Social cohesion","Biodiversity",0.207818154,"source","Residential",69,91.121910583
"Flooding -* Property value","Biodiversity",0.205965603,"source","Residential",70,91.327876186
"Transportation -> Flooding","Biodiversity",0.202918762,"source","Residential",71,91.530794948
"Transportation -* Air quality","Biodiversity",0.202121521,"source","Residential",72,91.732916469
"Property value -* Affordability","Biodiversity",0.198763041,"source","Residential",73,91.93167951
"Gray infrastructure -* Flooding","Biodiversity",0.198224011,"source","Residential",74,92.129903521
"Flooding -> Sediment","Biodiversity",0.195438175,"source","Residential",75,92.325341696
"Industrial -* Industrial","Biodiversity",0.194487579,"source","Residential",76,92.519829275
"Transportation -> Noise","Biodiversity",0.192320937,"source","Residential",77,92.712150212
"Industrial -> Toxics","Biodiversity",0.180851273,"source","Residential",78,92.893001485
"Industrial -* Property value","Biodiversity",0.179306457,"source","Residential",79,93.072307942
"Walkability -> Affordability","Biodiversity",0.178729647,"source","Residential",80,93.251037589
"Industrial -> Sediment","Biodiversity",0.178483905,"source","Residential",81,93.429521494
"Mental health -> Economic wellbeing","Biodiversity",0.177032575,"source","Residential",82,93.606554069
"Toxics -* Salmon","Biodiversity",0.175602234,"source","Residential",83,93.782156303
"Mental health -* Mental health","Biodiversity",0.174400865,"source","Residential",84,93.956557168
"Local foods -> Social cohesion","Biodiversity",0.167749693,"source","Residential",85,94.124306861
"Water quality -> Social cohesion","Biodiversity",0.167274139,"source","Residential",86,94.291581
"Walkability -> Air quality","Biodiversity",0.166303715,"source","Residential",87,94.457884715
"Affordability -> Economic wellbeing","Biodiversity",0.165059961,"source","Residential",88,94.622944676
"Walkability -* Noise","Biodiversity",0.164251953,"source","Residential",89,94.787196629
"Noise -* Physical health","Biodiversity",0.164189421,"source","Residential",90,94.95138605
"Water quality -> Biodiversity","Biodiversity",0.162605452,"source","Residential",91,95.113991502
"Residential -> Nutrients","Biodiversity",0.160504757,"source","Residential",92,95.274496259
"Green infrastructure -* Green infrastructure","Biodiversity",0.151108474,"source","Residential",93,95.425604733
"Green infrastructure -> Local jobs","Biodiversity",0.149399876,"source","Residential",94,95.575004609
"Physical health -> Economic wellbeing","Biodiversity",0.149303287,"source","Residential",95,95.724307896
"Access to nature -> Social cohesion","Biodiversity",0.141650521,"source","Residential",96,95.865958417
"Access to nature -> Property value","Biodiversity",0.141483355,"source","Residential",97,96.007441772
"Mental health -> Physical health","Biodiversity",0.14058859,"source","Residential",98,96.148030362
"Property value -> Economic wellbeing","Biodiversity",0.139202185,"source","Residential",99,96.287232547
"Water quality -> Salmon","Biodiversity",0.13795322,"source","Residential",100,96.425185767
"Biodiversity -* Biodiversity","Biodiversity",0.137369397,"source","Residential",101,96.562555164
"Water temperature -* Water quality","Biodiversity",0.137202692,"source","Residential",102,96.699757856
"Gray infrastructure -* Sediment","Biodiversity",0.135274572,"source","Residential",103,96.835032428
"Industrial -> Flooding","Biodiversity",0.134655874,"source","Residential",104,96.969688302
"Noise -* Biodiversity","Biodiversity",0.132630782,"source","Residential",105,97.102319084
"Local foods -> Affordability","Biodiversity",0.131110312,"source","Residential",106,97.233429396
"Local foods -> Mental health","Biodiversity",0.129153819,"source","Residential",107,97.362583215
"Salmon -> Physical health","Biodiversity",0.126772749,"source","Residential",108,97.489355964
"Sediment -* Water quality","Biodiversity",0.124359181,"source","Residential",109,97.613715145
"Physical health -* Physical health","Biodiversity",0.122397633,"source","Residential",110,97.736112778
"Toxics -* Biodiversity","Biodiversity",0.122382926,"source","Residential",111,97.858495704
"Social cohesion -> Mental health","Biodiversity",0.121361254,"source","Residential",112,97.979856958
"Industrial -> Noise","Biodiversity",0.120489623,"source","Residential",113,98.100346581
"Access to nature -> Mental health","Biodiversity",0.118908442,"source","Residential",114,98.219255023
"Green infrastructure -* Noise","Biodiversity",0.117923863,"source","Residential",115,98.337178886
"Transportation -* Transportation","Biodiversity",0.114055621,"source","Residential",116,98.451234507
"Local foods -* Local foods","Biodiversity",0.110456189,"source","Residential",117,98.561690696
"Climate mitigation -* Water temperature","Biodiversity",0.104187625,"source","Residential",118,98.665878321
"Economic wellbeing -* Economic wellbeing","Biodiversity",0.10413353,"source","Residential",119,98.770011851
"Local jobs -> Property value","Biodiversity",0.102360127,"source","Residential",120,98.872371978
"Local jobs -> Social cohesion","Biodiversity",0.100874813,"source","Residential",121,98.973246791
"Noise -* Social cohesion","Biodiversity",0.098910395,"source","Residential",122,99.072157186
"Gray infrastructure -> Local jobs","Biodiversity",0.097431545,"source","Residential",123,99.169588731
"Toxics -* Physical health","Biodiversity",0.095352501,"source","Residential",124,99.264941232
"Industrial -> Water temperature","Biodiversity",0.094071276,"source","Residential",125,99.359012508
"Access to nature -> Local foods","Biodiversity",0.09185453,"source","Residential",126,99.450867038
"Bacteria -* Local foods","Biodiversity",0.083317451,"source","Residential",127,99.534184489
"Physical health -> Mental health","Biodiversity",0.077843977,"source","Residential",128,99.612028466
"Noise -* Mental health","Biodiversity",0.076637735,"source","Residential",129,99.688666201
"Walkability -* Walkability","Biodiversity",0.075251761,"source","Residential",130,99.763917962
